Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale,PopTotal
World,1975,95-99,95,89.453,231.099,320.552
World,1975,100+,100,7.699,22.566,30.265
World,1976,0-4,0,279766.691,267322.412,547089.103
World,1976,5-9,5,261603.182,250193.467,511796.649
World,1976,10-14,10,241182.224,230732.951,471915.176
World,1976,15-19,15,204760.866,196590.255,401351.121
World,1976,20-24,20,188701.642,182973.996,371675.639
World,1976,25-29,25,157179.405,152528.076,309707.481
World,1976,30-34,30,124989.105,121197.8,246186.905
World,1976,35-39,35,118375.296,115202.901,233578.197
World,1976,40-44,40,106772.892,104906.204,211679.096
World,1976,45-49,45,96706.199,96579.537,193285.736
World,1976,50-54,50,80733.636,85596.717,166330.353
World,1976,55-59,55,63085.454,68896.284,131981.738
World,1976,60-64,60,53840.776,62235.787,116076.562
World,1976,65-69,65,41931.792,51937.086,93868.878
World,1976,70-74,70,28347.041,38418.59,66765.631
World,1976,75-79,75,15996.391,24536.873,40533.264
World,1976,80-84,80,7259.488,12869.892,20129.38
World,1976,85-89,85,2588.202,5256.991,7845.193
World,1976,90-94,90,626.232,1452.503,2078.735
World,1976,95-99,95,93.088,245.778,338.866
World,1976,100+,100,8.178,24.499,32.676
World,1977,0-4,0,279195.803,266671.09,545866.894
World,1977,5-9,5,265598.911,253915.793,519514.704
World,1977,10-14,10,246439.672,235824.422,482264.095
World,1977,15-19,15,207316.277,198943.078,406259.356
World,1977,20-24,20,193340.082,187318.357,380658.438
World,1977,25-29,25,163343.245,158688.767,322032.012
World,1977,30-34,30,129120.444,125149.663,254270.106
World,1977,35-39,35,118969.448,115767.714,234737.163
World,1977,40-44,40,108700.135,106693.894,215394.028
World,1977,45-49,45,98065.867,97657.146,195723.013
World,1977,50-54,50,83054.951,87347.672,170402.623
World,1977,55-59,55,65419.899,71659.413,137079.313
World,1977,60-64,60,53689.503,61782.586,115472.088
World,1977,65-69,65,42793.173,53018.497,95811.67
World,1977,70-74,70,29145.324,39488.973,68634.297
World,1977,75-79,75,16623.306,25510.026,42133.333
World,1977,80-84,80,7523.448,13418.907,20942.355
World,1977,85-89,85,2650.646,5440.75,8091.396
World,1977,90-94,90,651.881,1532.782,2184.664
World,1977,95-99,95,96.835,260.352,357.187
World,1977,100+,100,8.69,26.373,35.063
World,1978,0-4,0,278810.515,266218.263,545028.778
World,1978,5-9,5,268468.232,256561.559,525029.792
World,1978,10-14,10,248652.315,238009.482,486661.797
World,1978,15-19,15,213586.42,204949.563,418535.983
World,1978,20-24,20,197463.797,191099.486,388563.284
World,1978,25-29,25,169572.809,164929.617,334502.426
World,1978,30-34,30,134460.123,130316.025,264776.148
World,1978,35-39,35,119171.524,115972.242,235143.766
World,1978,40-44,40,110676.558,108473.902,219150.46
World,1978,45-49,45,99097.881,98538.65,197636.531
World,1978,50-54,50,85562.856,89077.971,174640.828
World,1978,55-59,55,67958.582,74644.198,142602.78
World,1978,60-64,60,53480.734,61281.916,114762.65
World,1978,65-69,65,43691.217,54105.249,97796.466
World,1978,70-74,70,29948.14,40606.274,70554.414
World,1978,75-79,75,17276.044,26536.657,43812.7
World,1978,80-84,80,7814.038,13972.463,21786.502
World,1978,85-89,85,2726.666,5655.666,8382.332
World,1978,90-94,90,683.037,1630.101,2313.137
World,1978,95-99,95,101.684,277.382,379.067
World,1978,100+,100,9.274,28.386,37.66
World,1979,0-4,0,279701.294,266945.268,546646.561
World,1979,5-9,5,269909.86,257823.467,527733.326
World,1979,10-14,10,251094.899,240346.123,491441.023
World,1979,15-19,15,221838.28,212902.666,434740.946
World,1979,20-24,20,200063.05,193381.778,393444.829
World,1979,25-29,25,175502.473,170795.498,346297.97
World,1979,30-34,30,140668.813,136420.988,277089.801
World,1979,35-39,35,119607.247,116315.467,235922.715
World,1979,40-44,40,112388.543,110111.939,222500.482
World,1979,45-49,45,100041.261,99397.781,199439.043
World,1979,50-54,50,87820.321,90614.592,178434.913
World,1979,55-59,55,70509.712,77451.97,147961.682
World,1979,60-64,60,53609.595,61233.423,114843.018
World,1979,65-69,65,44572.73,55121.122,99693.851
World,1979,70-74,70,30790.538,41784.016,72574.554
World,1979,75-79,75,17941.71,27586.773,45528.483
World,1979,80-84,80,8129.783,14516.635,22646.418
World,1979,85-89,85,2820.041,5894.61,8714.65
World,1979,90-94,90,712.5,1727.812,2440.312
World,1979,95-99,95,107.582,297.152,404.735
World,1979,100+,100,9.823,30.392,40.215
World,1980,0-4,0,282450.128,269395.965,551846.093
World,1980,5-9,5,270174.798,257961.062,528135.86
World,1980,10-14,10,254649.824,243634.282,498284.106
World,1980,15-19,15,230073.677,220778.731,450852.407
World,1980,20-24,20,201298.765,194312.713,395611.478
World,1980,25-29,25,181249.044,176324.223,357573.268
World,1980,30-34,30,148029.12,143650.888,291680.008
World,1980,35-39,35,120387.493,116984.944,237372.437
World,1980,40-44,40,113814.33,111477.129,225291.459
World,1980,45-49,45,101118.702,100497.702,201616.405
World,1980,50-54,50,89801.658,91983.2,181784.858
World,1980,55-59,55,72764.164,79777.72,152541.885
World,1980,60-64,60,54561.574,62158.166,116719.74
World,1980,65-69,65,45171.027,55776.111,100947.139
World,1980,70-74,70,31623.082,42904.685,74527.766
World,1980,75-79,75,18544.356,28503.011,47047.367
World,1980,80-84,80,8488.629,15169.467,23658.095
World,1980,85-89,85,2922.753,6173.635,9096.388
World,1980,90-94,90,735.826,1807.889,2543.715
World,1980,95-99,95,113.798,319.144,432.942
World,1980,100+,100,10.304,32.517,42.821
World,1981,0-4,0,286538.684,273132.82,559671.505
World,1981,5-9,5,269687.889,257404.988,527092.877
World,1981,10-14,10,258630.887,247287.579,505918.466
World,1981,15-19,15,238222.807,228511.949,466734.757
World,1981,20-24,20,202269.378,195070.356,397339.735
World,1981,25-29,25,186501.298,181290.56,367791.858
World,1981,30-34,30,154934.584,150483.127,305417.71
World,1981,35-39,35,122498.125,119016.359,241514.484
World,1981,40-44,40,115081.693,112628.465,227710.158
World,1981,45-49,45,102614.519,101976.696,204591.215
World,1981,50-54,50,91556.604,93242.335,184798.939
World,1981,55-59,55,74801.856,81636.405,156438.261
World,1981,60-64,60,56343.641,64172.312,120515.952
World,1981,65-69,65,45327.647,55812.657,101140.304
World,1981,70-74,70,32362.933,43862.501,76225.435
World,1981,75-79,75,19106.472,29325.713,48432.185
World,1981,80-84,80,8867.281,15915.727,24783.008
World,1981,85-89,85,3028.112,6482.298,9510.41
World,1981,90-94,90,757.053,1885.072,2642.126
World,1981,95-99,95,119.336,342.867,462.203
World,1981,100+,100,10.75,34.971,45.721
World,1982,0-4,0,292119.445,278280.401,570399.847
World,1982,5-9,5,269229.016,256877.47,526106.486
World,1982,10-14,10,262684.782,251039.84,513724.622
World,1982,15-19,15,243690.851,233732.714,477423.564
World,1982,20-24,20,204870.893,197517.975,402388.867
World,1982,25-29,25,191267.297,185774.394,377041.692
World,1982,30-34,30,161153.945,156747.016,317900.961
World,1982,35-39,35,126622.295,122998.893,249621.188
World,1982,40-44,40,115819.531,113322.637,229142.168
World,1982,45-49,45,104549.03,103773.432,208322.463
World,1982,50-54,50,92932.136,94368.581,187300.717
World,1982,55-59,55,77003.25,83346.359,160349.609
World,1982,60-64,60,58517.331,66790.546,125307.877
World,1982,65-69,65,45217.866,55394.07,100611.936
World,1982,70-74,70,33097.18,44838.448,77935.629
World,1982,75-79,75,19710.883,30210.104,49920.986
World,1982,80-84,80,9255.222,16656.659,25911.881
World,1982,85-89,85,3149.278,6810.984,9960.262
World,1982,90-94,90,781.816,1976.322,2758.137
World,1982,95-99,95,125.617,369.434,495.05
World,1982,100+,100,11.333,38.145,49.478
World,1983,0-4,0,298063.725,283746.901,581810.626
World,1983,5-9,5,269011.088,256564.833,525575.921
World,1983,10-14,10,265613.445,253733.185,519346.631
World,1983,15-19,15,246066.453,235962.628,482029.081
World,1983,20-24,20,211166.462,203510.379,414676.841
World,1983,25-29,25,195430.332,189651.068,385081.399
World,1983,30-34,30,167422.764,163082.89,330505.655
World,1983,35-39,35,131914.669,128176.126,260090.796
World,1983,40-44,40,116130.543,113637.613,229768.157
World,1983,45-49,45,106542.651,105616.354,212159.005
World,1983,50-54,50,93996.242,95306.267,189302.509
World,1983,55-59,55,79354.913,85047.674,164402.587
World,1983,60-64,60,60857.776,69648.914,130506.69
World,1983,65-69,65,45050.429,54914.243,99964.671
World,1983,70-74,70,33867.514,45850.787,79718.3
World,1983,75-79,75,20312.517,31137.681,51450.198
World,1983,80-84,80,9651.079,17395.468,27046.548
World,1983,85-89,85,3281.785,7140.716,10422.5
World,1983,90-94,90,808.097,2076.414,2884.512
World,1983,95-99,95,132.589,398.553,531.141
World,1983,100+,100,12.009,41.797,53.806
World,1984,0-4,0,303205.731,288460.924,591666.655
World,1984,5-9,5,270086.263,257466.517,527552.779
World,1984,10-14,10,267011.077,255023.826,522034.903
World,1984,15-19,15,248559.275,238283.155,486842.43
World,1984,20-24,20,219459.16,211448.556,430907.716
World,1984,25-29,25,197956.022,191962.286,389918.309
World,1984,30-34,30,173333.248,168995.288,342328.537
World,1984,35-39,35,138130.786,134338.377,272469.164
World,1984,40-44,40,116657.906,114075.941,230733.847
World,1984,45-49,45,108328.434,107369.569,215698.003
World,1984,50-54,50,94991.802,96188.192,191179.994
World,1984,55-59,55,81508.921,86569.036,168077.957
World,1984,60-64,60,63192.503,72343.488,135535.992
World,1984,65-69,65,45201.328,54880.929,100082.257
World,1984,70-74,70,34606.389,46794.253,81400.641
World,1984,75-79,75,20927.547,32105.513,53033.059
World,1984,80-84,80,10038.898,18130.094,28168.993
World,1984,85-89,85,3424.425,7467.635,10892.06
World,1984,90-94,90,837.276,2190.181,3027.457
World,1984,95-99,95,139.013,427.286,566.298
World,1984,100+,100,12.671,45.796,58.467
World,1985,0-4,0,308127.977,292967.173,601095.15
World,1985,5-9,5,273021.138,260117.712,533138.85
World,1985,10-14,10,267249.606,255251.69,522501.296
World,1985,15-19,15,252053.933,241582.575,493636.508
World,1985,20-24,20,227668.272,219291.513,446959.785
World,1985,25-29,25,198982.834,192885.312,391868.146
World,1985,30-34,30,178939.885,174506.19,353446.075
World,1985,35-39,35,145429.397,141614.803,287044.2
World,1985,40-44,40,117496.001,114804.739,232300.739
World,1985,45-49,45,109832.465,108830.904,218663.369
World,1985,50-54,50,96124.89,97301.795,193426.686
World,1985,55-59,55,83456.671,87952.31,171408.981
World,1985,60-64,60,65279.086,74570.833,139849.919
World,1985,65-69,65,46135.946,55822.482,101958.427
World,1985,70-74,70,35120.219,47404.364,82524.583
World,1985,75-79,75,21547.883,33061.588,54609.471
World,1985,80-84,80,10402.844,18807.627,29210.472
World,1985,85-89,85,3591.631,7861.868,11453.5
World,1985,90-94,90,868.846,2318.454,3187.3
World,1985,95-99,95,144.393,452.358,596.75
World,1985,100+,100,13.28,49.979,63.258
World,1986,0-4,0,313235.093,297616.259,610851.351
World,1986,5-9,5,277258.919,264014.157,541273.076
World,1986,10-14,10,266832.767,254820.149,521652.916
World,1986,15-19,15,256059.763,245312.546,501372.308
World,1986,20-24,20,235602.502,226873.304,462475.806
World,1986,25-29,25,199775.013,193624.597,393399.61
World,1986,30-34,30,184063.57,179446.787,363510.357
World,1986,35-39,35,152261.266,148467.736,300729.003
World,1986,40-44,40,119607.696,116838.682,236446.377
World,1986,45-49,45,111146.018,110050.352,221196.369
World,1986,50-54,50,97639.343,98799.959,196439.302
World,1986,55-59,55,85182.708,89227.494,174410.203
World,1986,60-64,60,67189.42,76392.018,143581.438
World,1986,65-69,65,47782.931,57766.704,105549.635
World,1986,70-74,70,35304.007,47473.836,82777.843
World,1986,75-79,75,22131.159,33920.079,56051.237
World,1986,80-84,80,10763.315,19462.683,30225.998
World,1986,85-89,85,3773.296,8315.933,12089.228
World,1986,90-94,90,900.136,2447.138,3347.274
World,1986,95-99,95,149.415,475.226,624.64
World,1986,100+,100,14.256,54.611,68.867
World,1987,0-4,0,318317.035,302176.484,620493.519
World,1987,5-9,5,282896.847,269239.295,552136.142
World,1987,10-14,10,266432.616,254369.033,520801.649
World,1987,15-19,15,260192.646,249138.192,509330.838
World,1987,20-24,20,240776.457,231940.021,472716.479
World,1987,25-29,25,202234.811,195983.476,398218.287
World,1987,30-34,30,188715.177,183855.958,372571.134
World,1987,35-39,35,158493.446,154783.869,313277.315
World,1987,40-44,40,123745.067,120821.657,244566.723
World,1987,45-49,45,112027.851,110824.659,222852.51
World,1987,50-54,50,99592.095,100607.984,200200.078
World,1987,55-59,55,86583.425,90372.699,176956.124
World,1987,60-64,60,69264.12,78084.393,147348.512
World,1987,65-69,65,49743.092,60235.332,109978.424
World,1987,70-74,70,35294.34,47151.799,82446.14
World,1987,75-79,75,22735.135,34800.707,57535.842
World,1987,80-84,80,11151.737,20160.984,31312.721
World,1987,85-89,85,3964.628,8782.401,12747.029
World,1987,90-94,90,939.109,2587.055,3526.164
World,1987,95-99,95,155.311,499.987,655.298
World,1987,100+,100,15.715,59.754,75.469
World,1988,0-4,0,323265.148,306542.557,629807.704
World,1988,5-9,5,288915.124,274822.372,563737.497
World,1988,10-14,10,266259.547,254124.108,520383.655
World,1988,15-19,15,263173.007,251932.703,515105.709
World,1988,20-24,20,242890.058,234137.989,477028.046
World,1988,25-29,25,208329.821,201895.259,410225.08
World,1988,30-34,30,192747.446,187650.379,380397.825
World,1988,35-39,35,164760.213,161154.226,325914.439
World,1988,40-44,40,129015.185,125984.705,254999.891
World,1988,45-49,45,112511.524,111215.705,223727.229
World,1988,50-54,50,101585.291,102429.249,204014.54
World,1988,55-59,55,87748.744,91369.08,179117.823
World,1988,60-64,60,71505.539,79760.756,151266.295
World,1988,65-69,65,51883.688,62975.617,114859.305
World,1988,70-74,70,35239.83,46763.016,82002.846
World,1988,75-79,75,23378.6,35701.967,59080.567
World,1988,80-84,80,11547.934,20879.945,32427.879
World,1988,85-89,85,4160.331,9250.496,13410.826
World,1988,90-94,90,983.777,2732.46,3716.236
World,1988,95-99,95,161,526.159,687.159
World,1988,100+,100,17.189,64.799,81.989
World,1989,0-4,0,328218.363,310827.952,639046.314
World,1989,5-9,5,294206.796,279719.748,573926.544
World,1989,10-14,10,267333.643,255040.511,522374.154
World,1989,15-19,15,264516.853,253299.331,517816.184
World,1989,20-24,20,245356.449,236485.372,481841.822
World,1989,25-29,25,216429.163,209725.671,426154.834
World,1989,30-34,30,195206.541,189965.679,385172.22
World,1989,35-39,35,170611.56,167030.689,337642.249
World,1989,40-44,40,135160.386,132126.321,267286.708
World,1989,45-49,45,113157.433,111724.276,224881.709
World,1989,50-54,50,103387.958,104196.99,207584.948
World,1989,55-59,55,88793.842,92247.969,181041.811
World,1989,60-64,60,73589.059,81281.447,154870.505
World,1989,65-69,65,54010.961,65511.186,119522.147
World,1989,70-74,70,35479.274,46837.618,82316.891
World,1989,75-79,75,24013.984,36523.514,60537.497
World,1989,80-84,80,11963.575,21665.302,33628.877
World,1989,85-89,85,4350.059,9712.075,14062.133
World,1989,90-94,90,1033.257,2880.497,3913.755
World,1989,95-99,95,167.096,555.273,722.369
World,1989,100+,100,18.633,69.425,88.058
World,1990,0-4,0,332642.169,314503.143,647145.311
World,1990,5-9,5,299255.044,284366.629,583621.673
World,1990,10-14,10,270187.415,257608.505,527795.92
World,1990,15-19,15,264636.559,253507.888,518144.448
World,1990,20-24,20,249118.68,239848.301,488966.981
World,1990,25-29,25,224588.59,217518.978,442107.568
World,1990,30-34,30,196317.934,190951.981,387269.916
World,1990,35-39,35,176153.128,172463.559,348616.687
World,1990,40-44,40,142400.436,139379.842,281780.278
World,1990,45-49,45,114052.098,112480.469,226532.568
World,1990,50-54,50,104973.584,105746.243,210719.828
World,1990,55-59,55,89972.185,93368.349,183340.533
World,1990,60-64,60,75437.738,82610.706,158048.443
World,1990,65-69,65,55897.027,67551.454,123448.481
World,1990,70-74,70,36376.52,47797.893,84174.413
World,1990,75-79,75,24481.537,37164.4,61645.937
World,1990,80-84,80,12397.187,22365.554,34762.741
World,1990,85-89,85,4535.373,10147.573,14682.946
World,1990,90-94,90,1089.14,3054.513,4143.654
World,1990,95-99,95,173.074,588.466,761.539
World,1990,100+,100,19.779,73.468,93.246
World,1991,0-4,0,334744.085,315988.111,650732.196
World,1991,5-9,5,304474.519,289125.197,593599.716
World,1991,10-14,10,274429.954,261520.245,535950.198
World,1991,15-19,15,264168.204,253021.804,517190.008
World,1991,20-24,20,253157.522,243625.222,496782.743
World,1991,25-29,25,232486.408,225083.156,457569.564
World,1991,30-34,30,197250.855,191774.744,389025.599
World,1991,35-39,35,181233.851,177347.218,358581.069
World,1991,40-44,40,149177.361,146218.92,295396.28
World,1991,45-49,45,116108.105,114459.904,230568.008
World,1991,50-54,50,106309.869,107005.454,213315.323
World,1991,55-59,55,91477.554,94854.974,186332.529
World,1991,60-64,60,77084.62,83844.942,160929.562
World,1991,65-69,65,57636.818,69283.927,126920.745
World,1991,70-74,70,37828.825,49584.755,87413.58
World,1991,75-79,75,24689.969,37325.802,62015.772
World,1991,80-84,80,12810.852,23006.446,35817.298
World,1991,85-89,85,4719.49,10569.669,15289.159
World,1991,90-94,90,1149.905,3258.349,4408.254
World,1991,95-99,95,177.929,623.116,801.045
World,1991,100+,100,20.31,76.931,97.241
World,1992,0-4,0,334037.291,314888.566,648925.856
World,1992,5-9,5,309731.811,293841.423,603573.234
World,1992,10-14,10,280233.268,266929.768,547163.035
World,1992,15-19,15,263746.278,252558.767,516305.045
World,1992,20-24,20,257010.565,247407.178,504417.742
World,1992,25-29,25,237605.361,230083.444,467688.805
World,1992,30-34,30,199729.809,194160.554,393890.362
World,1992,35-39,35,185834.103,181721.005,367555.107
World,1992,40-44,40,155266.57,152456.551,307723.12
World,1992,45-49,45,120053.746,118327.853,238381.6
World,1992,50-54,50,107140.131,107790.799,214930.929
World,1992,55-59,55,93268.295,96571.394,189839.688
World,1992,60-64,60,78461.265,85035.345,163496.609
World,1992,65-69,65,59482.694,70879.827,130362.52
World,1992,70-74,70,39503.876,51780.827,91284.702
World,1992,75-79,75,24762.31,37113.248,61875.558
World,1992,80-84,80,13241.296,23763.912,37005.208
World,1992,85-89,85,4916.013,11011.121,15927.134
World,1992,90-94,90,1217.268,3478.128,4695.396
World,1992,95-99,95,184.465,663.203,847.668
World,1992,100+,100,20.267,80.227,100.494
World,1993,0-4,0,332401.964,312934.155,645336.12
World,1993,5-9,5,314919.703,298403.483,613323.186
World,1993,10-14,10,286481.44,272722.795,559204.235
World,1993,15-19,15,263540.83,252236.34,515777.17
World,1993,20-24,20,259716.229,249938.484,509654.714
World,1993,25-29,25,239749.259,232125.918,471875.177
World,1993,30-34,30,205822.995,199965.032,405788.026
World,1993,35-39,35,189857.009,185447.84,375304.849
World,1993,40-44,40,161368.315,158707.826,320076.14
World,1993,45-49,45,125137.751,123382.886,248520.637
World,1993,50-54,50,107600.166,108176.072,215776.237
World,1993,55-59,55,95160.49,98373.76,193534.25
World,1993,60-64,60,79570.74,86020.185,165590.925
World,1993,65-69,65,61449.177,72454.834,133904.012
World,1993,70-74,70,41315.674,54237.19,95552.864
World,1993,75-79,75,24777.649,36809.925,61587.574
World,1993,80-84,80,13698.107,24488.994,38187.101
World,1993,85-89,85,5119.863,11458.253,16578.116
World,1993,90-94,90,1283.272,3687.962,4971.234
World,1993,95-99,95,193.403,705.794,899.197
World,1993,100+,100,19.842,83.191,103.033
World,1994,0-4,0,330141.993,310404.205,640546.199
World,1994,5-9,5,320024.499,302791.069,622815.569
World,1994,10-14,10,291958.892,277773.198,569732.091
World,1994,15-19,15,264645.333,253200.518,517845.851
World,1994,20-24,20,260851.141,251118.462,511969.602
World,1994,25-29,25,242027.31,234333.738,476361.048
World,1994,30-34,30,213753.747,207693.212,421446.958
World,1994,35-39,35,192197.206,187722.009,379919.215
World,1994,40-44,40,166965.229,164470.528,331435.758
World,1994,45-49,45,131037.155,129412.802,260449.957
World,1994,50-54,50,108147.135,108611.819,216758.954
World,1994,55-59,55,96839.963,100149.918,196989.882
World,1994,60-64,60,80530.412,86881.004,167411.416
World,1994,65-69,65,63272.848,73915.545,137188.394
World,1994,70-74,70,43115.065,56546.342,99661.408
World,1994,75-79,75,25111.074,37034.864,62145.938
World,1994,80-84,80,14144.517,25150.11,39294.628
World,1994,85-89,85,5339.002,11941.35,17280.352
World,1994,90-94,90,1347.569,3888.412,5235.98
World,1994,95-99,95,205.1,750.618,955.717
World,1994,100+,100,19.699,86.642,106.341
World,1995,0-4,0,327026.943,307127.138,634154.081
World,1995,5-9,5,324720.138,306704.021,631424.159
World,1995,10-14,10,297268.084,282658.97,579927.054
World,1995,15-19,15,267728.519,256121.451,523849.97
World,1995,20-24,20,260810.736,251347.396,512158.132
World,1995,25-29,25,245288.737,237608.001,482896.738
World,1995,30-34,30,221452.002,215358.837,436810.839
World,1995,35-39,35,193032.876,188710.854,381743.73
World,1995,40-44,40,172136.166,169772.161,341908.328
World,1995,45-49,45,137913.821,136542.815,274456.636
World,1995,50-54,50,108864.02,109272.181,218136.201
World,1995,55-59,55,98248.568,101701.996,199950.565
World,1995,60-64,60,81611.799,88018.042,169629.842
World,1995,65-69,65,64912.529,75228.594,140141.123
World,1995,70-74,70,44709.37,58389.849,103099.219
World,1995,75-79,75,25903.393,37953.204,63856.597
World,1995,80-84,80,14482.384,25656.213,40138.596
World,1995,85-89,85,5574.43,12390.972,17965.403
World,1995,90-94,90,1411.838,4083.086,5494.925
World,1995,95-99,95,219.31,806.138,1025.448
World,1995,100+,100,19.965,91.433,111.397
World,1996,0-4,0,324711.434,304653.137,629364.571
World,1996,5-9,5,327322.4,308650.715,635973.115
World,1996,10-14,10,302827.689,287716.502,590544.191
World,1996,15-19,15,272323.082,260386.111,532709.193
World,1996,20-24,20,260244.717,250902.913,511147.63
World,1996,25-29,25,248875.377,241262.046,490137.423
World,1996,30-34,30,228866.768,222751.259,451618.028
World,1996,35-39,35,193645.13,189478.779,383123.909
World,1996,40-44,40,176889.827,174567.237,351457.064
World,1996,45-49,45,144345.321,143263.204,287608.525
World,1996,50-54,50,110745.372,111170.292,221915.665
World,1996,55-59,55,99450.284,102958.845,202409.128
World,1996,60-64,60,83014.439,89516.719,172531.158
World,1996,65-69,65,66409.359,76475.774,142885.133
World,1996,70-74,70,46192.239,59958.095,106150.334
World,1996,75-79,75,27023.43,39393.629,66417.059
World,1996,80-84,80,14666.594,25803.475,40470.069
World,1996,85-89,85,5806.988,12816.617,18623.605
World,1996,90-94,90,1477.295,4273.05,5750.345
World,1996,95-99,95,233.977,867.558,1101.536
World,1996,100+,100,20.668,97.386,118.053
World,1997,0-4,0,323788.939,303518.758,627307.697
World,1997,5-9,5,326967.395,307914.563,634881.958
World,1997,10-14,10,308237.034,292539.236,600776.27
World,1997,15-19,15,278411.957,265985.704,544397.661
World,1997,20-24,20,259881.968,250561.014,510442.982
World,1997,25-29,25,252493.268,244951.688,497444.955
World,1997,30-34,30,233646.214,227633.291,461279.505
World,1997,35-39,35,195862.03,191796.435,387658.465
World,1997,40-44,40,181264.628,178909.502,360174.129
World,1997,45-49,45,150170.337,149414.435,299584.773
World,1997,50-54,50,114518.493,114975.611,229494.104
World,1997,55-59,55,100233.11,103746.241,203979.351
World,1997,60-64,60,84691.72,91220.379,175912.098
World,1997,65-69,65,67697.367,77665.451,145362.817
World,1997,70-74,70,47767.705,61413.882,109181.587
World,1997,75-79,75,28390.313,41321.079,69711.393
World,1997,80-84,80,14791.035,25714.128,40505.164
World,1997,85-89,85,6055.247,13309.217,19364.464
World,1997,90-94,90,1550.258,4472.332,6022.59
World,1997,95-99,95,249.422,929.549,1178.971
World,1997,100+,100,22.085,104.797,126.882
World,1998,0-4,0,323271.144,302838.953,626110.096
World,1998,5-9,5,325393.795,306098.985,631492.78
World,1998,10-14,10,313337.472,297000.027,610337.5
World,1998,15-19,15,284803.394,271757.681,556561.074
World,1998,20-24,20,259975.707,250513.541,510489.249
World,1998,25-29,25,255162.955,247543.781,502706.736
World,1998,30-34,30,235611.082,229697.575,465308.657
World,1998,35-39,35,201789.783,197613.077,399402.86
World,1998,40-44,40,185189.573,182673.748,367863.322
World,1998,45-49,45,156074.301,155600.775,311675.076
World,1998,50-54,50,119428.645,119955.525,239384.171
World,1998,55-59,55,100732.838,104124.927,204857.765
World,1998,60-64,60,86457.799,92984.918,179442.717
World,1998,65-69,65,68798.188,78667.12,147465.307
World,1998,70-74,70,49468.144,62891.846,112359.99
World,1998,75-79,75,29850.09,43424.089,73274.179
World,1998,80-84,80,14907.885,25593.299,40501.183
World,1998,85-89,85,6326.511,13796.171,20122.682
World,1998,90-94,90,1631.796,4685.752,6317.548
World,1998,95-99,95,265.599,990.444,1256.043
World,1998,100+,100,24.366,113.387,137.752
World,1999,0-4,0,323091.985,302537.807,625629.792
World,1999,5-9,5,323124.706,303637.71,626762.417
World,1999,10-14,10,318335.857,301300.923,619636.781
World,1999,15-19,15,290326.105,276766.738,567092.843
World,1999,20-24,20,261402.399,251671.427,513073.826
World,1999,25-29,25,256406.805,248754.567,505161.372
World,1999,30-34,30,237867.13,231923.617,469790.747
World,1999,35-39,35,209687.353,205330.351,415017.704
World,1999,40-44,40,187607.619,184994.297,372601.916
World,1999,45-49,45,161605.53,161325.53,322931.061
World,1999,50-54,50,125218.114,125933.82,251151.935
World,1999,55-59,55,101394.948,104564.405,205959.353
World,1999,60-64,60,88080.252,94712.008,182792.26
World,1999,65-69,65,69829.961,79557.888,149387.849
World,1999,70-74,70,51084.794,64280.916,115365.71
World,1999,75-79,75,31310.732,45403.364,76714.096
World,1999,80-84,80,15198.018,25780.623,40978.641
World,1999,85-89,85,6595.033,14248.059,20843.091
World,1999,90-94,90,1721.116,4914.587,6635.703
World,1999,95-99,95,282.016,1047.69,1329.707
World,1999,100+,100,27.197,122.337,149.534
World,2000,0-4,0,323630.894,302904.802,626535.696
World,2000,5-9,5,320019.659,300415.686,620435.345
World,2000,10-14,10,322928.414,305106.759,628035.172
World,2000,15-19,15,295593.219,281596.12,577189.339
World,2000,20-24,20,264736.845,254608.997,519345.841
World,2000,25-29,25,256554.899,248910.996,505465.895
World,2000,30-34,30,241231.5,235123.239,476354.74
World,2000,35-39,35,217417.882,212891.215,430309.096
World,2000,40-44,40,188602.7,185991.93,374594.63
World,2000,45-49,45,166782.448,166601.756,333384.204
World,2000,50-54,50,131997.242,133013.37,265010.612
World,2000,55-59,55,102253.769,105233.735,207487.503
World,2000,60-64,60,89509.353,96223.024,185732.377
World,2000,65-69,65,70964.246,80678.872,151643.117
World,2000,70-74,70,52586.534,65549.989,118136.523
World,2000,75-79,75,32641.502,47026.326,79667.829
World,2000,80-84,80,15856.75,26621.895,42478.645
World,2000,85-89,85,6807.762,14588.026,21395.788
World,2000,90-94,90,1814.559,5127.021,6941.579
World,2000,95-99,95,297.644,1099.707,1397.351
World,2000,100+,100,29.813,131.897,161.709
World,2001,0-4,0,324787.303,303881.509,628668.813
World,2001,5-9,5,317686.254,297943.334,615629.588
World,2001,10-14,10,325392.961,306886.004,632278.965
World,2001,15-19,15,301036.123,286484.993,587521.117
World,2001,20-24,20,269405.062,258801.125,528206.186
World,2001,25-29,25,256218.467,248461.763,504680.23
World,2001,30-34,30,244968.71,238734.296,483703.007
World,2001,35-39,35,224852.979,220173.936,445026.916
World,2001,40-44,40,189295.423,186733.595,376029.018
World,2001,45-49,45,171504.405,171355.434,342859.838
World,2001,50-54,50,138293.083,139673.495,277966.579
World,2001,55-59,55,104196.347,107124.246,211320.592
World,2001,60-64,60,90754,97472.702,188226.702
World,2001,65-69,65,72347.247,82127.195,154474.443
World,2001,70-74,70,53979.615,66766.452,120746.067
World,2001,75-79,75,33881.509,48412.579,82294.087
World,2001,80-84,80,16774.765,27962.514,44737.279
